label=QoSThread-40ms intervalMs=40.000 duration=3600.000s
t(ms),dt(ms)
32965.579,45.059
33010.638,45.059
33055.712,45.074
33100.796,45.084
33145.849,45.053
33190.957,45.109
33236.034,45.076
33281.154,45.120
33326.210,45.056
33371.273,45.063
33416.386,45.113
33461.503,45.117
33506.549,45.046
33551.616,45.067
33596.736,45.120
33637.056,40.320
33681.319,44.263
33726.374,45.056
33771.491,45.117
33815.323,43.832
33860.391,45.068
33904.428,44.036
33949.547,45.119
33994.669,45.122
34039.723,45.054
34081.293,41.569
34126.419,45.126
34171.487,45.068
34216.541,45.054
34261.651,45.109
34304.326,42.675
34349.451,45.125
34394.507,45.056
34439.634,45.127
34481.297,41.663
34524.207,42.910
34569.271,45.065
34614.343,45.071
34659.387,45.045
34704.465,45.077
34749.583,45.118
34793.132,43.548
34838.194,45.063
34883.273,45.078
34927.771,44.498
34970.964,43.193
35016.046,45.082
35061.093,45.047
35106.136,45.043
35151.193,45.057
35196.251,45.059
35241.299,45.048
35286.402,45.102
35331.458,45.057
35376.501,45.043
35421.551,45.050
35466.656,45.105
35511.814,45.158
35556.922,45.109
35601.991,45.069
35647.109,45.118
35687.962,40.853
35733.080,45.118
35778.200,45.120
35821.281,43.081
35866.402,45.121
35910.283,43.881
35955.327,45.044
36000.456,45.129
36045.505,45.049
36090.555,45.051
36135.624,45.069
36180.684,45.059
36225.731,45.048
36270.856,45.124
36315.424,44.568
36360.474,45.050
36405.552,45.077
36450.599,45.048
36493.124,42.525
36538.230,45.106
36581.310,43.081
36626.393,45.082
36671.464,45.072
36716.548,45.084
36761.809,45.260
36806.869,45.061
36851.983,45.113
36893.135,41.153
36938.198,45.063
36979.670,41.472
37024.736,45.066
37069.585,44.849
37114.633,45.048
37159.731,45.097
37204.792,45.062
37249.837,45.045
37294.885,45.047
37339.925,45.040
37385.036,45.111
37427.264,42.228
37472.317,45.053
37513.144,40.827
37561.261,48.117
37606.330,45.069
37651.443,45.113
37696.513,45.070
37741.602,45.089
37786.683,45.081
37831.806,45.124
37876.868,45.061
37921.995,45.127
37963.128,41.134
38008.224,45.095
38053.283,45.060
38098.324,45.041
38143.387,45.062
38188.454,45.068
38233.538,45.084
38278.619,45.080
38320.645,42.027
38365.819,45.174
38410.879,45.059
38455.940,45.061
38500.986,45.047
38543.611,42.625
38586.814,43.203
38631.890,45.077
38676.957,45.067
38722.080,45.123
38767.183,45.103
38811.850,44.667
38853.122,41.271
38898.180,45.059
38943.131,44.950
38983.585,40.454
39028.723,45.137
39071.691,42.969
39116.736,45.044
39161.789,45.053
39206.871,45.082
39250.672,43.801
39295.735,45.062
39340.783,45.048
39385.902,45.119
39429.400,43.499
39474.463,45.063
39515.345,40.882
39560.409,45.063
39604.597,44.188
39645.720,41.123
39690.345,44.624
39730.498,40.153
39775.552,45.054
39820.616,45.064
39865.720,45.103
39910.833,45.114
39955.908,45.075
40001.038,45.130
40046.122,45.084
40091.226,45.104
40133.124,41.898
40178.203,45.079
40223.255,45.051
40268.321,45.066
40313.369,45.047
40358.420,45.052
40403.464,45.043
40448.531,45.068
40493.124,44.592
40538.249,45.125
40580.306,42.057
40625.508,45.202
40665.880,40.372
40706.254,40.374
40747.202,40.948
40792.343,45.141
40834.797,42.455
40879.899,45.102
40924.949,45.050
40968.413,43.464
41013.474,45.062
41058.599,45.124
41103.122,44.523
41148.180,45.059
41193.124,44.943
41238.263,45.139
41283.343,45.080
41328.404,45.061
41372.774,44.370
41417.836,45.062
41462.884,45.048
41507.964,45.080
41548.341,40.377
41593.389,45.048
41634.932,41.543
41679.751,44.820
41724.854,45.103
41769.894,45.040
41815.013,45.119
41860.137,45.124
41903.124,42.987
41946.375,43.251
41986.524,40.149
42031.588,45.063
42076.697,45.110
42121.818,45.121
42166.906,45.088
42211.952,45.046
42257.014,45.062
42302.136,45.122
42347.192,45.056
42392.291,45.099
42432.594,40.303
42477.697,45.103
42522.814,45.116
42567.877,45.064
42612.924,45.047
42653.899,40.975
42698.990,45.091
42744.036,45.045
42789.105,45.069
42834.147,45.042
42879.260,45.113
42924.315,45.056
42969.444,45.129
43013.127,43.683
43058.190,45.062
43103.129,44.939
43148.193,45.064
43192.157,43.964
43237.284,45.127
43282.344,45.060
43327.458,45.114
43372.548,45.089
43417.645,45.098
43462.764,45.119
43503.124,40.360
43548.242,45.118
43593.293,45.051
43638.340,45.047
43683.402,45.062
43723.563,40.161
43765.396,41.834
43810.525,45.128
43855.603,45.078
43900.646,45.044
43943.124,42.478
43988.191,45.067
44033.258,45.068
44078.387,45.129
44123.479,45.091
44168.609,45.130
44213.122,44.513
44258.191,45.068
44303.243,45.052
44346.029,42.787
44391.104,45.075
44436.156,45.052
44480.951,44.795
44525.994,45.044
44571.045,45.050
44616.091,45.046
44661.166,45.075
44706.249,45.083
44748.453,42.204
44793.520,45.068
44838.586,45.066
44883.685,45.099
44928.042,44.357
44973.099,45.056
45018.232,45.133
45063.295,45.062
45108.420,45.125
45153.446,45.026
45198.569,45.124
45243.626,45.056
45288.711,45.085
45333.842,45.131
45378.969,45.127
45420.491,41.522
45465.543,45.052
45510.667,45.125
45555.733,45.065
45600.780,45.047
45645.838,45.058
45689.941,44.103
45735.018,45.077
45780.118,45.100
45821.070,40.952
45866.121,45.051
45911.167,45.045
45954.584,43.417
45998.132,43.548
46043.193,45.061
46088.252,45.059
46133.316,45.064
46178.440,45.124
46222.775,44.335
46267.847,45.073
46312.910,45.062
46357.996,45.087
46403.147,45.151
46448.257,45.110
46493.347,45.090
46538.397,45.050
46583.446,45.050
46628.501,45.055
46673.549,45.048
46718.627,45.078
46763.713,45.086
46808.791,45.078
46853.122,44.331
46898.179,45.057
46943.229,45.051
46988.276,45.047
47033.347,45.072
47078.476,45.128
47123.121,44.645
47168.192,45.071
47213.250,45.058
47258.318,45.068
47302.572,44.254
47347.637,45.065
47392.741,45.104
47437.834,45.093
47482.952,45.119
47528.078,45.125
47573.128,45.050
47618.197,45.069
47663.245,45.048
47708.370,45.125
47753.419,45.050
47798.469,45.050
47843.545,45.076
47888.669,45.124
47933.716,45.047
47978.842,45.126
48022.596,43.754
48067.725,45.129
48112.772,45.048
48157.820,45.048
48202.891,45.071
48246.407,43.516
48291.461,45.053
48336.504,45.044
48381.551,45.047
48426.599,45.048
48471.710,45.110
48515.478,43.769
48560.528,45.050
48605.589,45.060
48650.646,45.058
48693.035,42.389
48736.095,43.060
48776.918,40.823
48822.019,45.101
48867.149,45.130
48912.223,45.074
48957.295,45.071
49002.344,45.050
49047.421,45.077
49092.482,45.061
49133.123,40.641
49178.186,45.063
49223.004,44.818
49268.138,45.134
49313.190,45.052
49354.220,41.030
49399.342,45.122
49443.135,43.794
49488.215,45.079
49533.126,44.911
49578.178,45.052
49623.235,45.057
49668.291,45.056
49714.073,45.782
49759.249,45.176
49804.317,45.069
49844.740,40.423
49889.791,45.051
49930.195,40.404
49971.805,41.610
50016.945,45.140
50062.086,45.141
50103.121,41.035
50148.168,45.047
50193.217,45.050
50233.539,40.322
50278.609,45.070
50323.126,44.517
50368.177,45.051
50408.500,40.324
50453.548,45.048
50498.637,45.089
50543.692,45.055
50588.735,45.043
50633.777,45.042
50675.900,42.124
50721.007,45.106
50766.074,45.067
50811.116,45.042
50854.581,43.466
50899.686,45.104
50942.587,42.901
50987.709,45.122
51032.836,45.127
51076.460,43.624
51121.570,45.109
51166.639,45.069
51209.698,43.060
51254.752,45.054
51299.876,45.124
51344.944,45.068
51390.019,45.075
51435.063,45.044
51480.108,45.046
51525.173,45.064
51570.229,45.057
51612.618,42.388
51657.737,45.119
51702.794,45.058
51747.843,45.048
51792.981,45.138
51838.057,45.076
51882.960,44.903
51923.136,40.177
51968.210,45.073
52012.240,44.030
52053.122,40.882
52098.260,45.137
52143.311,45.052
52188.431,45.119
52229.658,41.227
52273.127,43.469
52318.174,45.048
52363.219,45.045
52408.324,45.105
52453.369,45.045
52498.444,45.075
52543.495,45.051
52588.530,45.035
52633.588,45.058
52678.631,45.043
52721.135,42.503
52766.207,45.072
52811.260,45.054
52856.325,45.065
52901.369,45.044
52946.419,45.051
52990.307,43.888
53035.379,45.072
53080.440,45.060
53123.123,42.683
53168.206,45.083
53208.610,40.405
53253.126,44.516
53293.593,40.467
53338.664,45.070
53383.711,45.047
53428.840,45.129
53473.897,45.057
53518.507,44.610
53563.294,44.786
53608.417,45.124
53653.489,45.072
53697.793,44.304
53738.791,40.997
53783.859,45.068
53828.931,45.072
53873.998,45.067
53919.239,45.241
53964.466,45.227
54009.535,45.070
54054.585,45.050
54099.649,45.063
54144.711,45.062
54189.784,45.073
54234.861,45.077
54279.921,45.060
54324.964,45.042
54370.077,45.113
54415.160,45.084
54460.280,45.119
54505.368,45.088
54550.109,44.741
54592.038,41.929
54637.108,45.070
54682.151,45.044
54727.263,45.111
54771.263,44.000
54814.715,43.452
54859.791,45.077
54904.897,45.105
54946.079,41.183
54991.128,45.049
55036.214,45.086
55081.282,45.068
55126.360,45.078
55171.408,45.048
55216.475,45.067
55261.598,45.123
55306.670,45.071
55351.721,45.052
55396.834,45.113
55441.879,45.045
55486.929,45.050
55531.979,45.050
55577.054,45.076
55618.028,40.974
55663.121,45.093
55708.176,45.055
55749.413,41.237
55794.522,45.108
55839.598,45.076
55884.644,45.047
55927.403,42.759
55967.647,40.245
56012.772,45.124
56057.886,45.114
56102.306,44.420
56147.387,45.081
56192.496,45.109
56237.539,45.043
56282.591,45.051
56327.665,45.074
56369.362,41.698
56414.416,45.054
56459.536,45.120
56504.590,45.054
56549.642,45.052
56593.121,43.479
